19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
congregating             78746     0.00     0.00   +0.1047      6.60%
hoops                    78746     0.00     0.00   +0.1047      6.60%
venue                   203446     0.00     0.00   +0.1047      6.60%
confetti                216501     0.00     0.00   +0.1047      6.60%
Basking                 242435     0.00     0.00   +0.1047      6.59%
Robbins                  10475     0.00     0.00   +0.1047      6.59%
Ladies                   96393     0.00     0.00   +0.1046      6.59%
crates                  106927     0.00     0.00   +0.1046      6.59%
shovel                  163297     0.00     0.00   +0.1046      6.59%
breaks                  181444     0.00     0.00   +0.1046      6.59%
soap                    232773     0.00     0.00   +0.1045      6.58%
bubbles                 160402     0.00     0.00   +0.1045      6.58%
cones                    88911     0.00     0.00   +0.1045      6.58%
art                      53412     0.00     0.00   +0.1044      6.58%
hammock                  71622     0.00     0.00   +0.1043      6.57%
laughs                  247735     0.00     0.00   +0.1043      6.57%
meditate                193436     0.00     0.00   +0.1043      6.57%
Flowers                  98930     0.00     0.00   +0.1043      6.57%
mixer                   118227     0.00     0.00   +0.1043      6.57%
designs                   5226     0.00     0.00   +0.1041      6.56%
playground              214478     0.00     0.00   +0.1040      6.55%
ducks                   127367     0.00     0.00   +0.1040      6.55%
carpenter               256731     0.00     0.00   +0.1039      6.55%
measuring               232379     0.00     0.00   +0.1039      6.55%
unpacking                66424     0.00     0.00   +0.1039      6.54%
aim                     209993     0.00     0.00   +0.1039      6.54%
weapons                 147969     0.00     0.00   +0.1039      6.54%
tents                   199515     0.00     0.00   +0.1039      6.54%
shining                  87632     0.00     0.00   +0.1037      6.53%
outstretched            253690     0.00     0.00   +0.1037      6.53%
Waitress                116747     0.00     0.00   +0.1037      6.53%
affecting                61733     0.00     0.00   +0.1036      6.53%
shacking                244155     0.00     0.00   +0.1036      6.53%
No                      174762     0.00     0.00   +0.1036      6.53%
Sunday                  191820     0.00     0.00   +0.1036      6.53%
gazes                   184057     0.00     0.00   +0.1036      6.52%
Bearded                 144671     0.00     0.00   +0.1035      6.52%
Africa                   95643     0.00     0.00   +0.1035      6.52%
convention               12262     0.00     0.00   +0.1035      6.52%
cast                     14019     0.00     0.00   +0.1034      6.51%
likely                  143253     0.00     0.00   +0.1034      6.51%
Profile                 139495     0.00     0.00   +0.1033      6.51%
folded                  113221     0.00     0.00   +0.1033      6.51%
perusing                134317     0.00     0.00   +0.1032      6.50%
barbecuing               99890     0.00     0.00   +0.1032      6.50%
directed                227205     0.00     0.00   +0.1032      6.50%
seminar                 186893     0.00     0.00   +0.1032      6.50%
bottled                  98345     0.00     0.00   +0.1031      6.50%
casual                  234459     0.00     0.00   +0.1031      6.49%
exam                    195090     0.00     0.00   +0.1030      6.49%
meeting                  40195     0.00     0.00   +0.1030      6.49%
amongst                 132042     0.00     0.00   +0.1029      6.48%
canyon                   45955     0.00     0.00   +0.1029      6.48%
natives                 185359     0.00     0.00   +0.1029      6.48%
te                       60955     0.00     0.00   +0.1029      6.48%
faces                    14731     0.00     0.00   +0.1029      6.48%
cape                     37935     0.00     0.00   +0.1028      6.48%
copy                    148216     0.00     0.00   +0.1028      6.48%
Bum                     105478     0.00     0.00   +0.1028      6.48%
pushes                  201667     0.00     0.00   +0.1028      6.47%
author                   65341     0.00     0.00   +0.1027      6.47%
sweatshirt              175482     0.00     0.00   +0.1026      6.46%
cow                      21969     0.00     0.00   +0.1026      6.46%
Violinist               173055     0.00     0.00   +0.1026      6.46%
unloading                84003     0.00     0.00   +0.1025      6.46%
persons                 149651     0.00     0.00   +0.1025      6.46%
apparel                 144702     0.00     0.00   +0.1025      6.45%
campsite                208552     0.00     0.00   +0.1024      6.45%
blankets                 84396     0.00     0.00   +0.1024      6.45%
entertain               117111     0.00     0.00   +0.1024      6.45%
convenience             209372     0.00     0.00   +0.1023      6.44%
Biker                   105181     0.00     0.00   +0.1023      6.44%
mud                     230453     0.00     0.00   +0.1022      6.44%
barking                 178609     0.00     0.00   +0.1022      6.44%
howling                  33912     0.00     0.00   +0.1022      6.44%
cupcakes                157800     0.00     0.00   +0.1022      6.44%
statement               259563     0.00     0.00   +0.1022      6.44%
checks                  162035     0.00     0.00   +0.1022      6.44%
dark                    240477     0.00     0.00   +0.1022      6.44%
official                 86451     0.00     0.00   +0.1022      6.44%
sawing                   12336     0.00     0.00   +0.1021      6.43%
Dilapidated              90873     0.00     0.00   +0.1019      6.42%
leaps                    10707     0.00     0.00   +0.1019      6.42%
What                    122584     0.00     0.00   +0.1019      6.42%
spray                   220823     0.00     0.00   +0.1019      6.42%
Such                     16123     0.00     0.00   +0.1018      6.41%
expedition               33360     0.00     0.00   +0.1018      6.41%
snorkeling              241609     0.00     0.00   +0.1018      6.41%
solitary                203726     0.00     0.00   +0.1018      6.41%
dusty                    82184     0.00     0.00   +0.1018      6.41%
slopes                  222069     0.00     0.00   +0.1018      6.41%
paint                   106700     0.00     0.00   +0.1018      6.41%
If                      121857     0.00     0.00   +0.1018      6.41%
properly                126824     0.00     0.00   +0.1018      6.41%
solder                  239930     0.00     0.00   +0.1018      6.41%
Berlin                  249335     0.00     0.00   +0.1018      6.41%
East                     38660     0.00     0.00   +0.1018      6.41%
documents                22468     0.00     0.00   +0.1018      6.41%
featured                142535     0.00     0.00   +0.1018      6.41%
murals                   22468     0.00     0.00   +0.1018      6.41%
proclaim                122978     0.00     0.00   +0.1018      6.41%
Basketball               30967     0.00     0.00   +0.1018      6.41%
standard                 30967     0.00     0.00   +0.1018      6.41%
garb                     35500     0.00     0.00   +0.1017      6.41%
summertime               28172     0.00     0.00   +0.1017      6.41%
Yamaha                   77548     0.00     0.00   +0.1017      6.40%
lively                  214332     0.00     0.00   +0.1017      6.40%
puppet                    8692     0.00     0.00   +0.1017      6.40%
escorting                 3177     0.00     0.00   +0.1017      6.40%
motorcade               196747     0.00     0.00   +0.1017      6.40%
peoples                 166775     0.00     0.00   +0.1017      6.40%
deep                      6860     0.00     0.00   +0.1016      6.40%
tubes                   176708     0.00     0.00   +0.1016      6.40%
laptop                  138617     0.00     0.00   +0.1014      6.39%
monitors                 70611     0.00     0.00   +0.1014      6.39%
wetsuit                  15939     0.00     0.00   +0.1014      6.39%
comforts                206316     0.00     0.00   +0.1013      6.38%
boss                     81652     0.00     0.00   +0.1013      6.38%
AVEDA                    61546     0.00     0.00   +0.1013      6.38%
hands                   189726     0.00     0.00   +0.1012      6.37%
Ally                    171340     0.00     0.00   +0.1012      6.37%
Cristy                  178213     0.00     0.00   +0.1012      6.37%
Dennis                   57917     0.00     0.00   +0.1012      6.37%
Hopper                   51648     0.00     0.00   +0.1012      6.37%
alley                   228085     0.00     0.00   +0.1010      6.36%
coming                  161917     0.00     0.00   +0.1010      6.36%
Precision               202320     0.00     0.00   +0.1010      6.36%
Wii                     217260     0.00     0.00   +0.1010      6.36%
chilling                114281     0.00     0.00   +0.1009      6.35%
rainy                   114281     0.00     0.00   +0.1009      6.35%
into                    149147     0.00     0.00   +0.1009      6.35%
peer                    198020     0.00     0.00   +0.1008      6.35%
toward                  214198     0.00     0.00   +0.1008      6.35%
characters               54127     0.00     0.00   +0.1008      6.35%
instructor              151329     0.00     0.00   +0.1008      6.35%
endurance               118975     0.00     0.00   +0.1008      6.35%
Rugby                    49464     0.00     0.00   +0.1007      6.35%
needing                  18100     0.00     0.00   +0.1007      6.34%
sells                   164267     0.00     0.00   +0.1007      6.34%
Jenga                   134906     0.00     0.00   +0.1007      6.34%
fearing                  37040     0.00     0.00   +0.1007      6.34%
jumped                  171185     0.00     0.00   +0.1007      6.34%
Grandfather             227509     0.00     0.00   +0.1006      6.34%
sons                    126983     0.00     0.00   +0.1006      6.34%
Starting                108454     0.00     0.00   +0.1006      6.34%
hurt                     76709     0.00     0.00   +0.1005      6.33%
wheelchairs              55506     0.00     0.00   +0.1005      6.33%
suit                     48531     0.00     0.00   +0.1004      6.33%
inhaling                145149     0.00     0.00   +0.1004      6.32%
vaporized               157576     0.00     0.00   +0.1004      6.32%
scrubbing                25849     0.00     0.00   +0.1004      6.32%
alarm                    47750     0.00     0.00   +0.1003      6.32%
wet                      32040     0.00     0.00   +0.1003      6.32%
Indians                 209862     0.00     0.00   +0.1002      6.31%
coats                   206241     0.00     0.00   +0.1002      6.31%
obstacle                 83946     0.00     0.00   +0.1002      6.31%
waterskiing             196009     0.00     0.00   +0.1002      6.31%
castles                 237881     0.00     0.00   +0.1002      6.31%
SUV                     196353     0.00     0.00   +0.1002      6.31%
overturned              202483     0.00     0.00   +0.1002      6.31%
Shirtless                28327     0.00     0.00   +0.1002      6.31%
Elementary               27534     0.00     0.00   +0.1001      6.30%
caged                   175656     0.00     0.00   +0.1001      6.30%
stout                   185044     0.00     0.00   +0.1001      6.30%
high                     83342     0.00     0.00   +0.1001      6.30%
Player                  226961     0.00     0.00   +0.1000      6.30%
Hard                    211535     0.00     0.00   +0.1000      6.30%
holing                  175631     0.00     0.00   +0.1000      6.30%
Bride                   104912     0.00     0.00   +0.0999      6.30%
beverages                37920     0.00     0.00   +0.0999      6.30%
Asians                   24810     0.00     0.00   +0.0999      6.30%
swerves                 259548     0.00     0.00   +0.0999      6.29%
Twos                    205559     0.00     0.00   +0.0999      6.29%
Grandpa                  64339     0.00     0.00   +0.0999      6.29%
basketballs             152378     0.00     0.00   +0.0999      6.29%
cord                    202074     0.00     0.00   +0.0998      6.29%
fractures               177480     0.00     0.00   +0.0998      6.29%
vocal                   151694     0.00     0.00   +0.0998      6.29%
String                  245732     0.00     0.00   +0.0998      6.29%
Kites                    55853     0.00     0.00   +0.0998      6.29%
wheeled                 207429     0.00     0.00   +0.0998      6.29%
employee                 35742     0.00     0.00   +0.0998      6.28%
Acrobatic               241034     0.00     0.00   +0.0997      6.28%
entertainers            238725     0.00     0.00   +0.0997      6.28%
Newborn                 143647     0.00     0.00   +0.0997      6.28%
pitbull                 143647     0.00     0.00   +0.0997      6.28%
covering                115088     0.00     0.00   +0.0997      6.28%
darkened                112997     0.00     0.00   +0.0996      6.27%
xylophones              187421     0.00     0.00   +0.0996      6.27%
eclipse                 143413     0.00     0.00   +0.0995      6.27%
shielding               220293     0.00     0.00   +0.0995      6.27%
receive                 116661     0.00     0.00   +0.0995      6.27%
handrail                154460     0.00     0.00   +0.0994      6.26%
baskets                  68405     0.00     0.00   +0.0993      6.26%
vault                   186020     0.00     0.00   +0.0993      6.25%
villagers               132225     0.00     0.00   +0.0992      6.25%
filets                  228880     0.00     0.00   +0.0991      6.24%
measures                  1983     0.00     0.00   +0.0991      6.24%
eagle                   110511     0.00     0.00   +0.0991      6.24%
hoisting                 74487     0.00     0.00   +0.0991      6.24%
sponsored                23289     0.00     0.00   +0.0989      6.23%
Lead                     58299     0.00     0.00   +0.0989      6.23%
wildfire                117714     0.00     0.00   +0.0989      6.23%
hydraulic               248829     0.00     0.00   +0.0989      6.23%
patiently               216564     0.00     0.00   +0.0989      6.23%
swap                    142813     0.00     0.00   +0.0988      6.23%
Johns                   198149     0.00     0.00   +0.0987      6.22%
Papa                    130198     0.00     0.00   +0.0987      6.22%
Smoke                   122975     0.00     0.00   +0.0987      6.22%
blocked                 239892     0.00     0.00   +0.0986      6.21%
stoop                   143550     0.00     0.00   +0.0985      6.20%
Top                     215257     0.00     0.00   +0.0985      6.20%
Air                     175407     0.00     0.00   +0.0985      6.20%
Force                   128506     0.00     0.00   +0.0985      6.20%
competitors              26328     0.00     0.00   +0.0985      6.20%
mood                    249333     0.00     0.00   +0.0984      6.20%
crib                    186802     0.00     0.00   +0.0984      6.20%
vine                    134618     0.00     0.00   +0.0983      6.19%
jet                     195606     0.00     0.00   +0.0983      6.19%
mesh                    238794     0.00     0.00   +0.0983      6.19%
raft                    154353     0.00     0.00   +0.0983      6.19%
magician                  5464     0.00     0.00   +0.0982      6.19%
crowding                113365     0.00     0.00   +0.0982      6.19%
Dressed                 260370     0.00     0.00   +0.0981      6.18%
gathers                 109765     0.00     0.00   +0.0981      6.18%
smoldering               62476     0.00     0.00   +0.0980      6.17%
4                            4     0.00     0.00   +0.0980      6.17%
browsing                 51909     0.00     0.00   +0.0980      6.17%
frolic                  115405     0.00     0.00   +0.0980      6.17%
shoreline               244433     0.00     0.00   +0.0980      6.17%
grin                    195967     0.00     0.00   +0.0979      6.17%
two                      38528     0.00     0.00   +0.0979      6.17%
pictured                134903     0.00     0.00   +0.0978      6.16%
Good                     39675     0.00     0.00   +0.0977      6.16%
seniors                 239717     0.00     0.00   +0.0977      6.16%
twigs                   148662     0.00     0.00   +0.0977      6.16%
workshop                118852     0.00     0.00   +0.0977      6.15%
Boxes                   168039     0.00     0.00   +0.0977      6.15%
wheels                    9456     0.00     0.00   +0.0976      6.15%
book                     15630     0.00     0.00   +0.0976      6.15%
layers                   45346     0.00     0.00   +0.0975      6.14%
stairwell               239318     0.00     0.00   +0.0975      6.14%
volunteering            221711     0.00     0.00   +0.0974      6.14%
speck                   258119     0.00     0.00   +0.0974      6.14%
hillside                 50172     0.00     0.00   +0.0974      6.14%
stripes                 106171     0.00     0.00   +0.0974      6.13%
backhoe                  79392     0.00     0.00   +0.0974      6.13%
Joggers                 238822     0.00     0.00   +0.0973      6.13%
Falcons                  70623     0.00     0.00   +0.0973      6.13%
bounced                 232753     0.00     0.00   +0.0972      6.12%
forehead                189714     0.00     0.00   +0.0972      6.12%
hurting                 245566     0.00     0.00   +0.0972      6.12%
technicians             139256     0.00     0.00   +0.0972      6.12%
oars                     53344     0.00     0.00   +0.0971      6.11%
patron                  253364     0.00     0.00   +0.0970      6.11%
sucker                  245960     0.00     0.00   +0.0970      6.11%
Giorgio                  90333     0.00     0.00   +0.0970      6.11%
dimly                    42051     0.00     0.00   +0.0970      6.11%
plucking                 57433     0.00     0.00   +0.0970      6.11%
Angles                  206276     0.00     0.00   +0.0970      6.11%
Blake                   100990     0.00     0.00   +0.0970      6.11%
Clippers                150055     0.00     0.00   +0.0970      6.11%
Griffin                 217788     0.00     0.00   +0.0970      6.11%
Grizzles                239805     0.00     0.00   +0.0970      6.11%
Los                       5515     0.00     0.00   +0.0970      6.11%
dunking                  68490     0.00     0.00   +0.0970      6.11%
restaurant.com          100990     0.00     0.00   +0.0970      6.11%
speaker                 259347     0.00     0.00   +0.0970      6.11%
softball                 94995     0.00     0.00   +0.0970      6.11%
reach                   188783     0.00     0.00   +0.0969      6.10%
skateboarders           251559     0.00     0.00   +0.0969      6.10%
stunts                  230334     0.00     0.00   +0.0969      6.10%
Scientists                9998     0.00     0.00   +0.0968      6.10%
flow                    153972     0.00     0.00   +0.0968      6.10%
pizza                   100527     0.00     0.00   +0.0968      6.09%
moth                    135446     0.00     0.00   +0.0967      6.09%
Confetti                201075     0.00     0.00   +0.0967      6.09%
Raining                 173651     0.00     0.00   +0.0966      6.09%
binding                 105025     0.00     0.00   +0.0966      6.09%
twelve                  234517     0.00     0.00   +0.0966      6.08%
Picture                 210255     0.00     0.00   +0.0966      6.08%
illuminating             45098     0.00     0.00   +0.0966      6.08%
Train                   197304     0.00     0.00   +0.0965      6.08%
baton                   104416     0.00     0.00   +0.0965      6.08%
innocent                 20472     0.00     0.00   +0.0964      6.07%
incoming                159837     0.00     0.00   +0.0964      6.07%
Arab                    238365     0.00     0.00   +0.0963      6.07%
hitch                    66105     0.00     0.00   +0.0962      6.06%
tubs                     78021     0.00     0.00   +0.0962      6.06%
swims                    50432     0.00     0.00   +0.0962      6.06%
hooping                 234765     0.00     0.00   +0.0962      6.06%
fell                    246046     0.00     0.00   +0.0962      6.06%
carnival                225077     0.00     0.00   +0.0962      6.06%
Arabic                  150935     0.00     0.00   +0.0962      6.06%
buys                     50533     0.00     0.00   +0.0962      6.06%
Males                   234233     0.00     0.00   +0.0962      6.06%
Bicyclists              146788     0.00     0.00   +0.0961      6.06%
HO                      161330     0.00     0.00   +0.0961      6.05%
broccoli                 10924     0.00     0.00   +0.0961      6.05%
napa                    132693     0.00     0.00   +0.0961      6.05%
peas                    176211     0.00     0.00   +0.0961      6.05%
peruse                  128088     0.00     0.00   +0.0961      6.05%
stocks                   74036     0.00     0.00   +0.0961      6.05%
shuffles                 91441     0.00     0.00   +0.0960      6.05%
661                        661     0.00     0.00   +0.0960      6.05%
wrecks                   80788     0.00     0.00   +0.0960      6.05%
bat                     240695     0.00     0.00   +0.0960      6.05%
brow                     67553     0.00     0.00   +0.0960      6.05%
wrestle                 156771     0.00     0.00   +0.0960      6.05%
balance                 127494     0.00     0.00   +0.0960      6.04%
leans                   154179     0.00     0.00   +0.0960      6.04%
lecture                 155863     0.00     0.00   +0.0960      6.04%
NY                       69355     0.00     0.00   +0.0959      6.04%
escalators              132560     0.00     0.00   +0.0959      6.04%
Lot                     146201     0.00     0.00   +0.0959      6.04%
aprons                  243309     0.00     0.00   +0.0958      6.04%
grilling                 99187     0.00     0.00   +0.0958      6.04%
Skier                   186581     0.00     0.00   +0.0958      6.04%
competing               209286     0.00     0.00   +0.0958      6.04%
Blurry                   25310     0.00     0.00   +0.0958      6.04%
mart                    167444     0.00     0.00   +0.0957      6.03%
voting                  100646     0.00     0.00   +0.0957      6.03%
helper                  230094     0.00     0.00   +0.0957      6.03%
crafts                   42363     0.00     0.00   +0.0957      6.03%
Deli                    122173     0.00     0.00   +0.0957      6.03%
sliced                   66655     0.00     0.00   +0.0957      6.03%
thin                    158500     0.00     0.00   +0.0957      6.03%
fighter                 128708     0.00     0.00   +0.0956      6.02%
Mr.                     221996     0.00     0.00   +0.0956      6.02%
Sea                      37099     0.00     0.00   +0.0955      6.02%
coastguards             102998     0.00     0.00   +0.0955      6.02%
Sandy                   146477     0.00     0.00   +0.0955      6.02%
nylons                  146477     0.00     0.00   +0.0955      6.02%
Semi                    112057     0.00     0.00   +0.0955      6.01%
practices                41008     0.00     0.00   +0.0955      6.01%
pro                     142782     0.00     0.00   +0.0955      6.01%
boxers                  137314     0.00     0.00   +0.0954      6.01%
earlobes                137314     0.00     0.00   +0.0954      6.01%
Enforcement              11808     0.00     0.00   +0.0954      6.01%
Thailand                230059     0.00     0.00   +0.0954      6.01%
focal                   182381     0.00     0.00   +0.0954      6.01%
individuals             119985     0.00     0.00   +0.0953      6.01%
racket                  236309     0.00     0.00   +0.0953      6.00%
Earth                   202188     0.00     0.00   +0.0953      6.00%
whisking                106431     0.00     0.00   +0.0953      6.00%
bridesmaids              71690     0.00     0.00   +0.0953      6.00%
handsome                104308     0.00     0.00   +0.0952      6.00%
58                          58     0.00     0.00   +0.0952      6.00%
reversal                 68665     0.00     0.00   +0.0951      5.99%
loser                    95857     0.00     0.00   +0.0951      5.99%
younger                   9557     0.00     0.00   +0.0950      5.99%
tote                    203608     0.00     0.00   +0.0950      5.99%
silhouetted             257851     0.00     0.00   +0.0950      5.99%
mat                     122997     0.00     0.00   +0.0950      5.98%
geographic               56187     0.00     0.00   +0.0949      5.98%
viewfinders             225856     0.00     0.00   +0.0949      5.98%
Persons                 236116     0.00     0.00   +0.0949      5.98%
ethnicities              84085     0.00     0.00   +0.0949      5.98%
dribbles                111223     0.00     0.00   +0.0949      5.98%
lunging                 227752     0.00     0.00   +0.0949      5.98%
pristine                108202     0.00     0.00   +0.0949      5.98%
Elder                     4363     0.00     0.00   +0.0949      5.98%
Line                    159511     0.00     0.00   +0.0949      5.98%
checkout                 88023     0.00     0.00   +0.0949      5.98%
fathers                  91622     0.00     0.00   +0.0948      5.97%
Youngsters              172531     0.00     0.00   +0.0948      5.97%
ham                     184305     0.00     0.00   +0.0948      5.97%
Running                  44485     0.00     0.00   +0.0947      5.97%
overtake                187850     0.00     0.00   +0.0947      5.97%
sedan                    21957     0.00     0.00   +0.0947      5.97%
posts                   199766     0.00     0.00   +0.0947      5.97%
After                    75670     0.00     0.00   +0.0947      5.97%
sandstorm               248003     0.00     0.00   +0.0947      5.97%
Medical                 128576     0.00     0.00   +0.0946      5.96%
monitor                 211281     0.00     0.00   +0.0946      5.96%
camels                  102481     0.00     0.00   +0.0946      5.96%
talk                     72884     0.00     0.00   +0.0946      5.96%
Homeless                219805     0.00     0.00   +0.0946      5.96%
humorous                165397     0.00     0.00   +0.0946      5.96%
bronco                  175828     0.00     0.00   +0.0946      5.96%
Look                     40838     0.00     0.00   +0.0945      5.96%
youngster               177571     0.00     0.00   +0.0945      5.95%
grocery                 143361     0.00     0.00   +0.0944      5.95%
iPods                    69893     0.00     0.00   +0.0944      5.95%
silhouette              168446     0.00     0.00   +0.0944      5.94%
fargo                   126238     0.00     0.00   +0.0944      5.94%
wrapped                 205149     0.00     0.00   +0.0943      5.94%
crosscountry            178876     0.00     0.00   +0.0943      5.94%
pep                     256127     0.00     0.00   +0.0942      5.93%
tires                   256127     0.00     0.00   +0.0942      5.93%
autumn                  116453     0.00     0.00   +0.0942      5.93%
out                      57316     0.00     0.00   +0.0941      5.93%
ashore                  238322     0.00     0.00   +0.0940      5.92%
interact                 39902     0.00     0.00   +0.0940      5.92%
following               235621     0.00     0.00   +0.0939      5.92%
belonging                59611     0.00     0.00   +0.0939      5.92%
table                    49505     0.00     0.00   +0.0939      5.91%
Names                   225573     0.00     0.00   +0.0939      5.91%
figuring                192274     0.00     0.00   +0.0939      5.91%
Mrs.                      8620     0.00     0.00   +0.0939      5.91%
marsh                   154916     0.00     0.00   +0.0938      5.91%
sandals                 210146     0.00     0.00   +0.0938      5.91%
ATM                     128032     0.00     0.00   +0.0937      5.90%
withdraw                112646     0.00     0.00   +0.0937      5.90%
Puppies                 157199     0.00     0.00   +0.0937      5.90%
chickens                165937     0.00     0.00   +0.0937      5.90%
SMU                     113272     0.00     0.00   +0.0936      5.89%
Gloved                  218195     0.00     0.00   +0.0935      5.89%
prey                    195453     0.00     0.00   +0.0935      5.89%
Costa                   167858     0.00     0.00   +0.0935      5.89%
Rican                    75927     0.00     0.00   +0.0935      5.89%
washers                 190025     0.00     0.00   +0.0934      5.88%
Females                  63313     0.00     0.00   +0.0934      5.88%
Husband                 237202     0.00     0.00   +0.0933      5.88%
filming                 196296     0.00     0.00   +0.0933      5.88%
reporting                84585     0.00     0.00   +0.0933      5.88%
Europe                  136265     0.00     0.00   +0.0932      5.87%
skirt                    90635     0.00     0.00   +0.0932      5.87%
kids                    241332     0.00     0.00   +0.0932      5.87%
held                    254584     0.00     0.00   +0.0932      5.87%
searching                59400     0.00     0.00   +0.0931      5.87%
bikinis                 138906     0.00     0.00   +0.0931      5.87%
corner                   39938     0.00     0.00   +0.0930      5.86%
elementary               21125     0.00     0.00   +0.0929      5.85%
freeway                  70670     0.00     0.00   +0.0928      5.84%
manipulating            105816     0.00     0.00   +0.0928      5.84%
accordion               187026     0.00     0.00   +0.0928      5.84%
award                   166481     0.00     0.00   +0.0927      5.84%
sucks                   162782     0.00     0.00   +0.0926      5.83%
Barker                  114906     0.00     0.00   +0.0925      5.82%
Carnival                200696     0.00     0.00   +0.0925      5.82%
Volkswagen              200696     0.00     0.00   +0.0925      5.82%
Easter                  181695     0.00     0.00   +0.0924      5.82%
belongings              217176     0.00     0.00   +0.0924      5.82%
Protesting               94190     0.00     0.00   +0.0923      5.81%
Everyone                  6941     0.00     0.00   +0.0922      5.81%
barely                  131717     0.00     0.00   +0.0922      5.81%
upraised                195445     0.00     0.00   +0.0922      5.81%
an                      190823     0.00     0.00   +0.0922      5.81%
flexing                 199374     0.00     0.00   +0.0921      5.80%
alphabet                220536     0.00     0.00   +0.0921      5.80%
vest                     88937     0.00     0.00   +0.0921      5.80%
Nanny                   211812     0.00     0.00   +0.0921      5.80%
attentive               212400     0.00     0.00   +0.0921      5.80%
UFC                     123683     0.00     0.00   +0.0921      5.80%
sets                    153816     0.00     0.00   +0.0921      5.80%
dropped                  47060     0.00     0.00   +0.0920      5.80%
bravery                 118277     0.00     0.00   +0.0920      5.80%
honored                 116879     0.00     0.00   +0.0920      5.80%
auditorium               26386     0.00     0.00   +0.0919      5.79%
milling                 249500     0.00     0.00   +0.0918      5.78%
refuge                  208530     0.00     0.00   +0.0918      5.78%
comical                  48784     0.00     0.00   +0.0918      5.78%
basement                183632     0.00     0.00   +0.0918      5.78%
cramped                  40682     0.00     0.00   +0.0917      5.78%
folk                    260686     0.00     0.00   +0.0917      5.78%
preserves                13087     0.00     0.00   +0.0916      5.77%
Friday                  248186     0.00     0.00   +0.0916      5.77%
Thursday                228510     0.00     0.00   +0.0916      5.77%
till                    236869     0.00     0.00   +0.0916      5.77%
Aaron                   219469     0.00     0.00   +0.0915      5.76%
capitalize              219469     0.00     0.00   +0.0915      5.76%
guitars                  90215     0.00     0.00   +0.0915      5.76%
stripping                21851     0.00     0.00   +0.0914      5.76%
greets                  190574     0.00     0.00   +0.0914      5.76%
deck                     84629     0.00     0.00   +0.0914      5.76%
Subjects                244195     0.00     0.00   +0.0913      5.75%
tattered                   774     0.00     0.00   +0.0913      5.75%
licked                  252183     0.00     0.00   +0.0912      5.75%
Front                   199462     0.00     0.00   +0.0912      5.75%
roped                    21406     0.00     0.00   +0.0912      5.75%
headgear                244709     0.00     0.00   +0.0911      5.74%
Avril                   246108     0.00     0.00   +0.0911      5.74%
Lavigne                 223440     0.00     0.00   +0.0911      5.74%
crouched                123788     0.00     0.00   +0.0911      5.74%
entrance                 24255     0.00     0.00   +0.0911      5.74%
crowns                   88805     0.00     0.00   +0.0911      5.74%
garish                   59044     0.00     0.00   +0.0911      5.74%
buy                     108195     0.00     0.00   +0.0910      5.73%
necked                  154161     0.00     0.00   +0.0910      5.73%
test                    250387     0.00     0.00   +0.0909      5.73%
War                     177431     0.00     0.00   +0.0909      5.73%
memorial                 33081     0.00     0.00   +0.0909      5.73%
whereas                 227104     0.00     0.00   +0.0909      5.72%
When                    118742     0.00     0.00   +0.0908      5.72%
humid                     7909     0.00     0.00   +0.0908      5.72%
struggling              191202     0.00     0.00   +0.0908      5.72%
Anne                     55697     0.00     0.00   +0.0908      5.72%
Kitty                   235951     0.00     0.00   +0.0908      5.72%
Lou                      46205     0.00     0.00   +0.0908      5.72%
Walter                  198415     0.00     0.00   +0.0908      5.72%
battery                 157416     0.00     0.00   +0.0908      5.72%
locomotives              50790     0.00     0.00   +0.0908      5.72%
fatherhood               84338     0.00     0.00   +0.0908      5.72%
Law                      85293     0.00     0.00   +0.0908      5.72%
maintained               85293     0.00     0.00   +0.0908      5.72%
flying                  222019     0.00     0.00   +0.0908      5.72%
parrot                   32764     0.00     0.00   +0.0907      5.72%
writing                 143199     0.00     0.00   +0.0906      5.71%
hedges                  156430     0.00     0.00   +0.0906      5.71%
Aurora                   46366     0.00     0.00   +0.0906      5.71%
elaborate                46366     0.00     0.00   +0.0906      5.71%
fireman                 112913     0.00     0.00   +0.0906      5.71%
ing                       8856     0.00     0.00   +0.0906      5.70%
footed                  243566     0.00     0.00   +0.0905      5.70%
neighbors               133130     0.00     0.00   +0.0905      5.70%
Foods                   109173     0.00     0.00   +0.0905      5.70%
flashcards              182131     0.00     0.00   +0.0905      5.70%
punching                169566     0.00     0.00   +0.0905      5.70%
scrape                  151457     0.00     0.00   +0.0905      5.70%
fencing                 211722     0.00     0.00   +0.0904      5.69%
Hmong                    10905     0.00     0.00   +0.0901      5.68%
investigate              85192     0.00     0.00   +0.0901      5.68%
director                161015     0.00     0.00   +0.0901      5.68%
perimeter               161015     0.00     0.00   +0.0901      5.68%
handstands              260327     0.00     0.00   +0.0901      5.68%
tactical                 19485     0.00     0.00   +0.0901      5.67%
swimsuits                13920     0.00     0.00   +0.0900      5.67%
podiums                 225875     0.00     0.00   +0.0899      5.66%
coaster                 209599     0.00     0.00   +0.0899      5.66%
encounters                4381     0.00     0.00   +0.0899      5.66%
Eleven                  247666     0.00     0.00   +0.0899      5.66%
